clue,exp,len
"7 Study the country’s economy, primarily (6)", PERUSE PERU’S E(conomy). ,26
8 Joint where tenor almost swallows piano (6)," CARPUS P(iano) in CARUS(o). 14 1 across‘s bottom half set on a stool, we hear? (9) BUTTERCUP Sounds like “buttock up”! (I can hear Eileen disagreeing). A typical Paul clue. 16 1 across for motor race (9) CARNATION CAR NATION. 18 1 across being quiet in the year, forlorn ultimately (7) SHANNON SH ANNO (forlor)N. An Irish river this time. ",340
"19 Man with a tough guy image ironed pants (2,4)", DE NIRO *IRONED. ,18
"20 More than one vessel among sheep arrives (5,2)", TURNS UP URNS IN TUP. ,23
"21 Drink problem out of season, fate ensuing (6)"," MERLOT (sum)MER LOT. 23 1 across, everyone can see, left in dump (5) TULIP U(as in film certificate) L(eft) in TIP. The way into the theme for me. ",148
1A ACE BUT IN YOUR C Thematic deduction See special instructions (13), / Thematic deduction – anag (i.e. ‘model’) of those 56 letters! ,65
"10A ASCERTAIN Make out Make out, like film classified as adult, at home (9)"," / AS (like) CERT (film classification) + A (adult) + IN (at home) 11A …cop show CHIPS double defn. Children’s favourite ’70s pop show (5) / double def, CHIPS are (some) children’s favourite food; and Chips was a 70’s cop show ",227
12A EBONY Wood Online auction’s working to replace ultimate character from Victoria Wood (5)," / E-B(A)Y (online auction site) with ON (working) replacing A (last letter of Victoria) 13A It might top… PEPPERONI It might top an Italian (pizza) It might tip an Italian pope – Prince Charlie having gone off (9) / anag (i.e. off) of POPE PRIN(C)E – without C – Charlie,‘having gone’ ",286
"14A …Floyd’s core… ROSEATE Pink Pink Floyd’s More, Waters losing head around drug (7)"," / anag (i.e. around) of O (Floyd’s middle letter, core) + ATERS (Waters, losing head), plus E (Esctasy, drug) ",111
"16A NATURAL without make-up Lana Turner’s half dressed, without make-up (7)"," / anag (i.e. dressed) of LANA + TUR (half of TURner) 17A FLYTRAP E.g. Sundew (Drosera, insectivorous plant) Eg Sundew, Florida returning Republican? (7) / FL (Florida) + YTRAP (party, e.g. Republicans, returning) ",214
"19A ABALONE ear shell Sailor, without crew, finding ear shell (7)", / AB (Able Bodied seaman) + ALONE (without crew!) ,51
"21A …Lennon losing wings… ENNOBLING Making aristocratic Making aristocratic, Lennon posing, wings with jewellery that could be rattled (9)"," / ENNO – (L)ENNO(N), losing left and right ‘wings’ – plus BLING (rattle-able jewellery) 23A Fine city… FECAL relating to business (excrement) in the US (‘proper’ English spelling = faecal) “Find city” – Gore relating to business in the US (5) / F (fine) + EC (City of London, postcode) + AL (Al Gore) ",302
24A EDICT Order Order online crossword helper? (5)," / E (online, general prefix for anything online) + DICT (abbreviation, dictionary, or crossword helper) ",105
25A BOBTAILED like a rabbit’s backside Recalling TV chef’s “temperature to go up and down like a rabbit’s backside”? (9)," / DELIA (Delia Smith, TV chef) + T (temperature) + BOB (go up and down) – all reversed, or recalled. ",102
26A I PECXE NA EKAM O Thematic deduction See special instructions (13)," / Thematic deduction Down Clue No Corrected misprint Entry Definition (with occasional embellishments) Clue / Logic/Parsing 2D …starts to… CYCLOPS One with single lens (mythical one-eyed giant) One with single lens stares to capture young couple’s love-making on paparazzi shoot (7) / First letters of ‘Capture Young Couple’s’…etc. 3D BARMY Nuts (not very PC!) British soldiers will get Nuts (5) / B (British) + ARMY (soldiers) 4D TRAMPLE (&lit-ish) – run over Sounds like I’ll run over … (7) / homophonic double defn/&lit – TRAMPLE – run over – sounds like TRAMP’LL, contraction of TRAMP WILL ",595
5D NINEPIN cryptic definition? … something knocked down in alley? (7), / CD? – NINEPIN might be knocked over in a skittle alley ,58
6D ORCHESTRA musicians Alternative charts made up to cover European musicians (9), / OR (alternative) + anag (made up) of CHARTS around (covering) E (European) ,78
7D RHINO charger Resistance to current inside badly stripped phone charger (5)," / R (resistance) + anag (badly) of (P)HON(E) – stripped, around I (current) ",77
8D F A TEGROF REVEN Thematic deduction See special instructions (13), / Thematic deduction ,22
9D ASE ILL BE GLAD T Thematic deduction See special instructions (13), / Thematic deduction ,22
15D …rip off… ACROBATIC Requiring balance Requiring balance in account – tip off American Express credit (9)," / AC (account) + ROB (rip off) + A (American) + TIC (sounds like spoken, or expressed, TICK, credit) ",102
18D …parking PLIABLE It could be bent It could be bent open after packing (7), / P (parking) + LIABLE (open) ,31
"19D Where letters… ALGEBRA Where letters stand for quantities Where betters stand for quantities of time around Ladbrokes, primarily, men struggle with eyes on this? (7)"," / AGE (time) around L (Ladbrokes, initially) + BRA (something men struggle to undo the hooks and eyes of?!) 20D OSCULUM Primitive opening (exhalant aperture in a sponge) Primitive opening in giant copper chimney (7) / OS (outize, giant) + CU (copper) + LUM (chimney) ",268
1 Wallowing in obsession with airline (7)," BATHING : THING(an obsession;fixation, as in “he’s got a thing for blondes”) placed after(with) BA(abbrev. for British Airways). ",130
"5 Protection from sky or land (3,3)"," AIR BAG : AIR(space above earth;sky) + BAG(to land, eg. a prize). I’m not sure of the significance of “or” as opposed to, say, “and”. Answer: Protection, in case of collisions, for vehicle drivers and passengers on land, and also for aircraft pilots in the sky, and even for spacecraft. ",288
8 Ruler courts mark of approval (9)," YARDSTICK : YARDS(courts;open spaces surrounded by buildings) + TICK(the mark, ? , to indicate correctness;approval as opposed to an “x”). Answer: Literally, a measuring stick, well, a yard long. ",197
9 Throws up boundary for discussion (5)," SICKS : Homophone of(for discussion) “six”(the score in cricket resulting from a hit where the ball crosses the boundary without hitting the ground. It could also mean a score of 4 runs if the ball touches the ground on its way, but “four” obviously doesn’t fit). Defn: Vomits as a verb. ",289
11 Knot of love in bouquet (5), NOOSE : O(the letter that looks like 0;love in tennis scores) contained in(in) NOSE(the bouquet;the characteristic aroma or fragrance of a wine or liquer). ,157
12 Mine chases red stone (6-3), CHERRY-PIT : PIT(a hole in the ground for extracting minerals;a mine) placed after(chases) CHERRY(the red colour). ,116
"13 Without resistance, rotated to different beat (8)"," TATTOOED : Anagram of(different) {“rotated to” minus(without) “r”(abbrev. for electrical resistance in physics)}. Answer: Past tense of “to tattoo”;”beat” on a drum, formerly used to signal soldiers to return to their quarters. ",229
15 Ticket to stunt performing (6)," COUPON : COUP(a stunt;an act of outstanding skill or daring) + ON(performing, as in “who’s on at the Old Vic?”. ",113
17 Artificial sweeteners last three times foremost ingredient of extreme characters (6)," ERSATZ : ERS(the last three letters of “sweeteners”) + [T{the first letter of(foremost) “times”} contained in(ingredient of) A,Z(the 1st and last letters;extreme characters of the English alphabet)]. A very tricky clue. ",221
19 Spooky sorceress beheaded after draining energy from tribal chief (8), ELDRITCH : ITCH{“witch”(sorceress) minus 1st letter(beheaded)} placed after(after) ELDR{“elder”(tribal chief) minus(draining) its 2nd “e”(abbrev. for “energy” in pyhsics). Answer: A poetic Scottish word. ,205
22 Move for dance to be a square dance (9), ARABESQUE : Anagram of(dance) BE A SQUARE. ,44
23 Protection for film gangster losing highest card (5)," SCARF : “Scarface”(nickname for the gangster in the Al Pacino film of the same name) minus(losing) “ace”(the highest score card in the deck). Answer: Another protective piece, this time from the cold. ",202
"24 Below par, score drugs with silver left inside (5)"," EAGLE : E,E(2 x abbrev. for the drug, Ecstasy) containing(with … inside) [AG(chemical symbol for the element silver) + L(abbrev. for “left”)]. Answer: A score that is two strokes below par for the hole in golf, the sport where to be “below par” is to be above par. ",266
25 Love a party piece (9), ADORATION : A + DO(a party;a social function) + RATION(a piece;a share of). ,77
26 Afterthought to cage horse with lions (6)," PRIDES : PS(abbrev. for a “postscript”;an afterthought) containing(to cage) RIDE(a means of transportation, a horse in this case). ",132
27 Chemical affecting frequency of lice infestation? (7)," NITRATE : A whimsical term for the rate(frequency) of nits(lice) infestation. Down 1 Unthinkable to go after the feeble (6,3,4) BEYOND THE PALE : BEYOND(after;past) + THE + PALE(faint;feeble, as in “a pale rendition”). Answer: Beyond the limits of propriety;beyond contemplation;unthinkable. ",293
"2 Eject from horse racing abroad (4,3)"," TURF OUT : I only got this one from consulting a higher authority on crosswords. It’s TURF(“the turf” being the metonym for“horse racing” as a sport or industry, as in the euphemistic “Turf Accountants”) + OUT(abroad;out of the country). I got hung up trying to explain TURN OUT. Answer: As in “we were turfed out of the bar”. ",328
3 Is Susan bonding with children? (5), ISSUE : IS plus(… bonding with) SUE(short for Susan). ,55
4 Good locust irritates bugs (8), GLITCHES : G(abbrev. for “good”) + L{initial letter of(head) “locust”} + ITCHES(irritates). Answer: Errors in software code that prevent it from running properly;bugs. ,169
5 Joint centre for costume jewellery (6), ANKLET : ANKLE(the joint in your leg) + T{the middle letter of(centre for) “costume”}. ,88
6 Internal parts for spare servo I rescued from depot (9), RESERVOIR : Hidden in(internal parts for) spaRE SERVO I Rescued. Answer: A place where one stores (a reserve quantity). ,121
7 Coppola directed spirits with youthful appeal (7)," ALCOPOP : Anagram of(directed) COPPOLA. Answer: Alcoholic drinks;spirits premixed with fruit juices or soft drinks, making them look and taste more like soda pop and more appealing to younger drinkers. 10 Be unable to decide how to detain criminal? (3,2,3,5) SIT ON THE FENCE : Another whimsy of how to literally detain a criminal receiver of stolen goods. 14 Continously (sic) sheltering those people in recovery (2,3,4) ON THE MEND : ON END(continuously, as in “the honeymoon couple did it for hours on end”) containing(sheltering) THEM(those people). ",555
"16 Fluorescent crystal goes down toilet (4,4)"," BLUE JOHN : BLUE(down;depressed) + JOHN(slang for a toilet). Answer: Derbyshire Blue John in full, a semi-precious ornamental crystalline form of the mineral feldspar. ",169
18 Boast of success with bet winning a grand (7), SWAGGER : S(abbrev. for “success”) plus(with) WAGER(a bet) containing(winning) G(abbrev. for a grand;slang for 1000 pounds or dollars). ,137
20 Empress poisons soldiers with nerve gas (7), TSARINA : TA(abbrev. for the British Territorial Army;soldiers) containing(poisons … with) SARIN(a nerve gas). Defn: Of Russia. ,129
21 Peers at sign (6), EQUALS : Double defn: 1st: Members of equal rank in a group; and 2nd: The sign “=” for the LHS “equals” the RHS. ,114
1 Mug and flag held by jockey (6), VISAGE An envelope (‘held by’) of SAG (‘flag’) in VIE (‘jockey’). ,67
4 Peering across lake to make out bird (8), STARLING An envelope (‘across’) of L (‘lake’) in STARING (‘peering’). ,71
9 Cathedral city‘s organ fund (9), LIVERPOOL A charade of LIVER (‘organ’) plus POOL (‘fund’). ,60
11 Opening number covered by funky trio (5)," INTRO An envelope (‘covered by’) of N (‘number’) in ITRO, an anagram (‘funky’) of ‘trio’. 12 Emergency accommodation when the weather’s bad could be no party (3,4,2,1,5) ANY PORT IN A STORM A “reverse anagram”: ANY PORT is an anagram (IN A STORM) of ‘no party’. ",263
"13 Retort made by dealer, ultimately, to one after Ecstasy (7)"," RIPOSTE A charade of R (‘dealeR, ultimately’) plus I (‘one’) plus POST (‘after’) plus E (‘Ecstasy’). ",102
15 Increase pace in the saddle (4-2), STEP-UP A charade of STEP (‘pace’) plus UP (‘in the saddle’). ,63
"17 In game, cracked riddle (6)", ENIGMA An anagram (‘cracked’) of ‘in game’. ,45
19 Last longer than others where French water treated (7)," OUTWEAR A charade of OU (‘where French’) plus TWEAR, an anagram (‘treated’) of ‘water’. ",89
"22 Where bandits are likely to take your money? (9,6)", AMUSEMENT ARCADE Cryptic definition; the bandits are of the one-armed variety. ,80
24 Article absorbing female drained of colour (5), ASHEN An envelope (‘absorbing’) of SHE (‘female’) in AN (‘article’). ,70
25 Vision of gift horse put out (9), FORESIGHT An anagram (‘put out’) of ‘gift horse’. ,51
"26 Novelist from Maine, close to bachelor girl (8)"," MEREDITH A charade of ME (‘Maine’) plus R (‘close to bacheloR‘) plus EDITH (‘girl’), for the ‘novelist’ (no, I am not casting aspersions on his literary credentials, just quoting the clue)George Meredith. ",206
27 Lack of interest in a course beginning in York (6), APATHY A charade of ‘a’ plus PATH (‘course’) plus Y (‘beginning in York’). Down ,81
1 French writer displaying anger after dance (8)," VOLTAIRE A charade of VOLTA (or lavolta, a Renaissance ‘dance’) plus IRE (‘anger’). ",85
2 Speak about very old area of France (5), SAVOY An envelope (‘about’) of V (‘very’) plus O (‘old’) in SAY (‘speak’). ,76
"3 Monstrous sisters, thugs holding Greek up (7)"," GORGONS An envelope (‘holding’) of RG, a reversal (‘up’ in a down clue) of GR (‘Greek’) in GOONS (‘thugs’). ",109
"5 Protestant let off scout (6,7)", TALENT SPOTTER An anagram (‘off’) of ‘protestant let’. ,56
6 Further publication concerning children (7), REISSUE A charade of RE (‘concerning’) plus ISSUE (‘children’). ,65
7 Propose appalling reduction (9), INTRODUCE An anagram (‘appalling’) of ‘reduction’. ,52
8 Dark logo to be changed – gracious me! (6)," GLOOMY A charade of GLOO, an anagram (‘to be changed’) of ‘logo’, plus MY! (‘gracious me!’). 10 At first glance, where are the chronometer’s hands? (2,3,4,2,2) ON THE FACE OF IT Definition and literal interpretation. ",218
"14 Confine drug dealer, clerical worker (3-6)", PEN-PUSHER A charade of PEN (‘confine’) plus PUSHER (‘drug dealer’). ,70
"16 Like a minister, playwright on the radio (8)"," PRIESTLY A homophone (‘on the radio’) of PRIESTLEY (J. B. Priestley, ‘playwright’). ",85
18 Found out from good editor about film director (7)," GLEANED A charade of H (‘good’) plus LEAN (David Lean, ‘film director’) plus ED (‘Editor’). ",93
"20 Happens to drink after performance (5,2)", TURNS UP A charade of TURN (‘performance’) plus SUP (‘drink’). ,64
21 Incendiary liquid mate used in Vietnam (6)," NAPALM An envelope (‘in’) of PAL (‘mate’) in NAM (‘Vietnam’), with an &lit-ish turn, of course. ",97
"1 PASSED Failed to bid spades, surprisingly (6)", An anagram (‘surprisingly’) of ‘spades’. ,42
4 SEASCAPE Watercolour? (8), Cryptic definition. ,21
10 GESTAPO Men in black exposed in postage fddle (7), An anagram (‘fiddle’) of ‘postage’. ,37
11 EXAMINE Investigate test in English (7), A charade of EXAM (‘test’) plus ‘in’ plus E (‘English’). ,58
12 ACER One starts roosting in a maple tree (4)," A charade of ACE (‘one’) plus R (‘starts Roosting’), for the maple genus. 13 AT THIS TIME Items that I need to reorder right now (2,4,4) An anagram (‘need to reorder’) of ‘items that I’. ",188
15 LADIES Main concern of young man with odd ideas? (6)," A charade of LAD (‘young man’) plus I[d]E[a]S (‘odd ideas’). Semi-&lit, but what’s so odd about that? ",103
16 TRIREME Empty tanker takes on one army corps for Greek warship (7), A charade of TR (’empty TankeR‘) plus I (‘one’) plus REME (Royal Electrical and Mechanichal Engineers; ‘army corps’). ,119
20 WRITERS Bookmakers work in them risk picking the odds (7), Alternate letters (‘picking the odds’) of ‘WoRk In ThEm RiSk’. ,64
21 ACCRUE A number of men told to mount up (6), A homophone (‘told’) of A CREW (‘a number of men’). ,53
"24 ALCHEMISTS Gold prospectors once, doomed to failure (10)", Cryptic definition. ,21
26 PART Yet it means everything to an actor (4), Cryptic definition. ,21
28 MARCONI Polo ponies’ centre supplying famous Italian (7)," A charade of MARCO (‘Polo’, the explorer) plus NI (‘poNIes centre’). ",70
29 CARDIAC Jack possibly needs one on account of his heart (7), A charade of CARD (‘jack possibly’) plus I (‘one’) plus AC (‘account’). ,73
30 SHINDIGS Noisy parties in lodgings start off quiet (8), A charade of SH (‘quiet’) plus ‘in’ plus DIGS (‘lodgings’). ,61
31 BEFELL Happened to be cut down (6), A charade of ‘be’ plus FELL (‘cut down’). Down ,48
"1 PIGTAILS Queues for stories like Animal Farm, you could say (8)", A homophone (‘you could say’) of PIG TALES. ,45
2 SUSPENDER Shopaholic needs us to provide material support (9), An envelope (‘needs’) of ‘us’ in SPENDER (‘shopaholic’). ,58
3 ELAN An antelope’s short dash (4), A subtraction (‘short’) of ELAN[d] (‘antelope’). ,50
5 EYECHART One’s letters get harder to read (8)," Cryptic definition. I was not put off by the enumeration as a single word, although I can only find it as two. The getting ‘harder to read’ bit might refer to the progressive reduction in letter size, or the increasing difficulty with age. Having renewed my driving licence today, I will go with the latter! ",309
"6 STARSTRUCK Thrilled by celebrity, or attacked by one! (10)", Definiton and literal interpretation. ,39
7 ALIBI First person to uphold a liberal defence (5), A charade of ‘a’ plus LIB (‘liberal’) plus I (‘first person’ singular). ,73
8 ELEVEN Sporting side appearing in Mexico (6)," A sort of hidden answer (‘appearing in’) in ‘MeXIco’. 9, ",58
"18 POTTY TRAINING Crazy instruction the young must sit through (5,8)", (Cryptic) definition and literal interpretation. ,50
14 CENTREFOLD Where nude models may appear with body piercings (10), Cryptic definition; I take it that the ‘body piercing’ refers to staples. ,75
17 MARGARINE Fat horse fed with special grain (9)," An envelope (‘fed with’) of GARIN, an anagram (‘special’) of ‘grain’ in MARE (‘horse’). ",89
"18 See 9 See 9 19 VERTICAL Not laid down by Article V, possibly (8)", An anagram (‘possibly’) of ‘article V’. ,41
"22 PATMOS Greek island, quiet, with atmosphere – not half! (6)", A charade of P (‘quiet’) plus ‘ATMOS[phere]’ (‘not half’). ,60
23 STICK School punishment once applied to staff! (5), Double definition. ,20
25 CORGI Queen’s favourite company with right sort of soldier (5), A charade of CO (‘company’) plus R (‘right’) plus GI (‘sort of soldier’). ,75
"1. In Niger, a popular type of music (3)", RAP hidden: NigeR A Popular ,29
"3. By boringly traditional meeting place in New York? (5,6)"," TIMES SQUARE TIMES[by, as in 6 by 4 = 6 x 4]+SQUARE ",53
9. Glib talk by northern model (7), PATTERN PATTER+N ,18
10. English farm animals in short satirical poem (7), EPIGRAM E+PIG+RAM ,19
11. Superb flatfish – a small number put in it (9), BRILLIANT BRILL+((A+N) in IT) ,31
12. Ram a truck’s rear wheels and this could be broken (5)," KAPUT (TUP[ram]+A+(truc)K<) at first glance, this could be KARMA ",66
"13. Place full of computers in centre, neat if refreshment required (8,4)", INTERNET CAFE (CENTRE NEAT IF)* ,33
"17. Pirate, ninety, rotting in prison (12)"," PENITENTIARY (PIRATE, NINETY)* ",32
20. States opposed? Mostly (5)," AVERS AVERS(e) 21. Together, make amends, and discharge revolutionary (2,3,4) AT ONE TIME ATONE+(EMIT<) ",105
23. Destroy bar in centre (7), CORRODE ROD in CORE ,21
"24. Receiving no money, a pal visiting ancient city (7)", AMATEUR A MATE+UR[ancient city] ,33
"25. Steps taken by Cockneys in old London street market? (7,4)", LAMBETH WALK cd ,17
26. Last in post that is secure (3), TIE (pos)T+I.E. Down ,22
1. Country inn has historical object outside (8), REPUBLIC RELIC around PUB ,27
2. More than one loyalist Irishman disturbs the peace (8)," PATRIOTS PAT+RIOTS 3. Irish tourist attraction, with ten hotels nearby in resort (3,7,5) THE BLARNEY STONE (TEN HOTELS NEARBY)* ",129
4. Unexpected names in this international society (5), MENSA (NAMES)* ,16
"5. Sight provided by glasses, limited (9)"," SPECTACLE SPECTACLE(s) 6. Fast in responding being intelligent? Incorrect (5,3,3,4) QUICK OFF THE MARK QUICK[intelligent]+OFF THE MARK[incorrect] ",147
7. Short in bar slyly put away (6), ABRUPT (BAR*)+(PUT*) ,22
8. Antagonism shown by heartless adversary carrying it (6), ENMITY IT in EN(e)MY ,22
"14. Girl, Hazel, I fancy, must accept wager (9)", ELIZABETH (HAZEL I*) around BET ,33
15. Clear list of passengers flying (8), MANIFEST dd ,13
"16. Alongside king making an exclamation of astonishment (2,6)", BY GEORGE BY+GEORGE[king] ,27
18. Do up plot (6), PARCEL cdd ,12
"11  German area has a following, one of the rubberneck variety? (6)","  GAU (a territorial district of ancient Germany; [under the Nazi regime)], a German political district; German area) + PER (for each or a)  GAUPER (variant spelling of [one of the variety] GAWPER [one who gapes stupidly or rudely]; rubbernecker)  ",248
12  Not at all religious by the sound of it (4),  NONE (sounds like [by the sound of it] NUN [female member of a religious order])  NONE (not at all)  ,103
13  Bill tucking into jars adjusts by degrees (8),  AD (advert; bill) contained in (tucking into) GRATES (jars) GR (AD) ATES GRADATES (arranges [adjusts] according to grades or degrees)  ,137
14  Aussie braggart responsible for fifth item in comedy revue? (5),"  SKIT (satirical sketch in dramatic or literary form; comedy revue) + E (denoting the fifth – A, B, C, D, E….)  SKITE (boastful person [braggart] in Australia)  ",162
"15  Wooden spear made fun of, one character moving out of position (6)",  JEREED (JEERED (made fun of) with the second E moving beyond the R [one character moving out of position])  JEREED (a wooden Oriental javelin; wooden spear)  ,160
16  Beer can pub kept within limit (6),"  INN (pub) contained in (kept within) TIE (restrict; limit) T (INN) IE TINNIE (beer can, chiefly in Australia and New Zealand)  ",129
19  Waterway so lacking in moderation (4),  REASON (moderation) excluding (lacking) SO   REAN (ditch or watercourse)  ,76
20  Irrigation supervisor – Jan being unusual there’s nothing around (7),  ZERO (nothing) containing (around) an anagram of (being unusual) JAN Z (ANJ*) ERO ZANJERO (someone who superintends the distribution of water in irrigation canals. A word used in Latin America)  ,197
"21  Worried MOs returned quickly, concerned with liquid absorption (7)",  Anagram of (worried) MOS + (CITO [quickly {Latin term}] reversed [returned]) OSM* OTIC< OSMOTIC (concerned with liquid absorption)  ,134
25  Marque propeller shorn of outer parts (4),  OPEL (letters remaining in PROPELLER when theletters PR and LER at the extremities of the word are removed [shorn of outer parts])   OPEL (brand [marque] of car)   ,166
"28  Flowering shrub in side of road, not British, breeze bent back (6)","  KERB (pavement edge; side of the road) excluding (not) B (British) + (AIR [breeze] reversed [bent back]) KER RIA< KERRIA (a plant genus comprising a single species, the deciduous yellow-flowering shrub, Jew’s mallow; flowering shrub  ",236
"29  Nasty lump, hard, stuck in malfunctioning spout (6)","  H (hard [on lead pencils]) contained in (stuck in) an anagram of (malfunctioning) SPOUT TOP (H) US* TOPHUS (a gouty deposit, a hard nodule formed of sodium biurate crystals in soft body tissue; nasty lump)  ",209
31  Local nearest one in place of residence (5),  I (one) contained in (in) NEST (place of residence) NE (I) ST NEIST (dialectical [local] form of NIGHEST [nearest])  ,119
32  Densely covered with trees (8),  This is an AZED competition puzzle and this is the word that has to be clued by contestants – hence no wordplay  THICKETY (densely covered with trees)  ,154
33  I’ve written off letter for girl (4),  MISSIVE (letter) excluding (written off) I’VE  MISS (form of address for a girl)  ,84
"34  Getting drunk artist imbibes, missing company (6)","  LELY (reference Sir Peter LELY [1618 – 1680], an artist of Dutch origin who spent much of his life in Britain) containing (imbibes) ON (getting drunk) L (ON) ELY LONELY (uncomfortably conscious of being alone; missing company)  ",230
