clue,exp,len
16 Type of drink with cap removed (3), ILK : “milk”(a dairy drink) minus its 1st letter(with cap removed). ,69
17 Always chasing black horse (3)," BAY : AY(ever;always) placed below(chasing, in a down clue) B(abbrev. for “black”). ",85
18 Ohio doubly in the news at 12 (4)," NOON : Twice(… doubly) O(abbrev. for Ohio) contained in(in) N,N(2 x abbrev. for “new”). Defn: … o’clock. ",106
20 Tears flow on getting flower as prize (8), TREASURE : Anagram of(… flow on) TEARS plus(getting) URE(English river;flow-er). ,82
"21 Extremely blonde, what I have is a 1960s’ hairstyle (7)", BEEHIVE : The 1stand last letters of(Extremely) “blonde” + EH?(expression meaning “What?” or “What did you say?”) + I’VE(contraction of “I have”). ,148
23 European politician’s anger with group of states … (6)," EMPIRE : E(abbrev. for “European”) + MP(abbrev. for “Member of Parliament”;a politician) plus(…’s;has) IRE(anger). 24 … preferably in case one’s heading for referendum (6) SOONER : SO(in case;if, as in “so that happens, in that case you do this”) +ONEplus(…’s;has) the 1st letter of(heading for) “referendum“. Answer: As in “I’d sooner die than do that!” ",356
25 Temptation of a solution when 100 is divided by 2? (6)," ALLURE : A + “cure”(a solution that relieves anything troublesome) with “C”(Roman numeral for 100) replaced by L,L(Roman numerals for, separately, two 50s, that which is obtained when 100 is divided by 2).  ",208
1 MONARCHY Working during month near start of year in UK? (8),  [ ON (working) in MARCH (month) ] Y (start of Year) ,54
5 MOPPET Sweet child taking second university course ahead of time (6),"  MO (second) PPE (philosophy, politics, economics; university course) T (time) 8, 9 NEW SOUTH WALES State some answers in full (3,5,5)  expansion of NSW (some aNSWers) ",169
"10 COMANCHE American Indian from Taco? Manchester, apparently (8)",  hidden in “..taCO MANCHEster..” ,34
"11 IN GEAR Gloomy Dean meets Arab, dressed and ready to go (2,4)","  INGE (gloomy dean, referring to william inge, because of his pessimistic views in his romanes lecture from 1920, from wiki) AR (arab) 12, 14 RING THE CHANGES Use a variety of approaches, making hen grit? (4,3,7)  cryptic clue; HEN GRIT could be clued as an anagram of RING THE (~CHANGES) 17, 20 DOWN MEMORY LANE A place to walk when depressed, with note nearly composed (4,6,4)  semi &lit; [DOWN (depressed) MEMO (note)] NEARLY* ",431
23 ASLEEP A PM’s turned out (6),  A [reverse of PEEL’S (robert peel – PM) ] ,44
24 SELF-HELP Keep quiet about fairy on front of rock band’s Book of Smiles? (4-4),"  [SH (keep quite) around ELF (fairy) ] ELP (rock band, emerson, lake and palmer) 25, 26 AGAINST THE LAW Wealth produced going after profit in a way that’s criminal (7,3,3)  WEALTH* after [A GAIN (profit) ST (way) ] – beautiful surface ! ",238
27 SEVERE Hard cut to point (6),  SEVER (cut) E (point) ,24
28 GREENERY Writer with tips for really decorative stuff that needs to be cut (8),  GREENE (writer) RY (tips for ReallY) Down ,44
1 MANICURED How GP might refer to successful case with treated hand? (9),  cryptic clue; read as MAN I CURED (how gp might refer to successful case) – loved it ! 🙂 ,91
2 NEWSMAN Actor/director entertains Sun journalist (7),"  NEWMAN (actor, paul) containing S (sun) ",42
3 RISING Approaching the age of rebellion (6),  double def ,13
4 HOUYHNHNM You foolishly got on horse with name twice held by the Queen’s horse (9),"  [ OUY (YOU*) {H (horse) N (name) – twice } ] in HM (queen, her majesty) – horse in gulliver’s travel. i didnt know this. ",123
"5 MAWKISH Sentimental single initially released by US band – covered by Wham, surprisingly (7)","  WHAM* around KISs (us band, without ‘S’ – Single initially) ",62
"6 POLYGONAL A long lost former college, previously having properties found in a square (9)",  POLY (former college) [ A LONG ]* ,36
7 ENSLAVE Finding Lee Evans a little pointless becomes awful bind (7),  LEe EVANS* (without E – pointless) ,37
"13 GINGER ALE Blow, that’s hard, keeping 11 without a drink (6,3)","  GALE (blow, that’s hard) containing [ IN GEaR (answer to 11a, without A) ] ",77
15 CARPENTER Go in after fish and chips (9),  ENTER (go in) after CARP (fish) ,34
"16 SWEEP AWAY Swiftly and suddenly remove little old man in authority (5,4)",  [WEE (little) PA (old woman)] in SWAY (authority) ,52
18 ONSTAGE Visibly performing number about men only (7),  ONE (number) around STAG (men only) ,38
19 EXPANSE Vessels in river area (7),  PANS (vessels) in EXE (river) ,32
"21 AREOLAE In A&E, a role involved nipple rings (7)",  AE A ROLE* ,13
5. Lives first lost in robberies (6), EXISTS [h]EISTS = “first lost in robberies” Definition: “Lives” ,65
6. Tough material with zero camouflage (6), OXHIDE O = “zero” + HIDE = “camouflage” Definition: “Tough material” ,70
9. Complaint of stock company with receding work (6), COWPOX CO = “company” + W = “with” followed by OP = “work” reversed Definition: “Complaint of stock” ,102
"10. Show model pirouetting round American transport (3,5)", AIR TAXIS AIR = “Show” followed by SIT = “model” reversed around A = “American” Definition: “transport” ,105
11. Popular eating area for Asian city (4)," XIAN IN = “Popular” around A = “area”. (This was the first one we guessed, but without enough confidence to enter it into the grid until solving some others.) Definition:  12. America’s opponents thrashed 5-1 also (4,2,4) AXIS OF EVIL (FIVE I ALSO)* Definition: “America’s opponents” ",285
"13. Communication problem during Vietnamese New Year period (4,7)", TEXT MESSAGE MESS = “problem” in TET = “Vietnamese New Year” + AGE = “period” Definition: “Communication” ,107
18. Grotesque capital city is a disappointment (10), ANTICLIMAX ANTIC = “Grotesque” + LIMA = “capital city” Definition: “disappointment” ,85
21. Twirling figure is succeeding (4), NEXT TEN = “figure” reversed (“Twirling”) Definition: “succeeding” ,68
"22. Do beers get drunk in official containers? (3,5)", RED BOXES (DO BEERS)* Definition: “official containers” (as used for ministerial documents) ,93
"23. Fool? Wrong, half a fool (6)", OUTFOX OUT = “Wrong” + FO[ol] = “half a fool” Definition: “Fool?” ,67
"24. Order for players playing tune, following tab (6)", EXEUNT E = “tab” (referring to ecstasy tablets) + (TUNE)* Definition: “Order for players” (a stage direction for actors) ,122
25. A contender to be a Catholic saint (6), XAVIER A + VIER = “contender” (i.e. “one who vies”) Definition: “a Catholic saint” Down ,89
1. School subject’s stopped because it’s of little value (8), SIXPENCE PE = “School subject” in SINCE = “because” Definition:  ,66
2. Party animal regularly shows lack of physical control (6), ATAXIA [p]A[r]T[y] A[n]I[m]A[l] = “Pary animal regularly” Definition: “lack of physical control” ,98
"3. Affectionate, posh men given obligations (8)", UXORIOUS U = “posh” + OR = “men” (from Other Ranks in the military) + IOUS (IOUs) = “obligations” Definition: “Affectionate” ,126
"4. Be obsessed with order, close to compulsive (6)", FIXATE FIAT = “order” + [compulsiv]E = “close to compulsive” Definition: “Be obsessed” ,88
5. Eye-catching and stimulating Romeo’s dumped (6), EXOTIC EROTIC = “stimulating” without R = “Romeo” (from the NATO alphabet) Definition: “Eye-catching” ,103
7. One poking needle around gets amazing remedy (6), ELIXIR RILE = “needle” reversed around I = “one” Definition: “amazing remedy” ,79
8. He’ll stuff fish covered in salt water droplets (11), TAXIDERMIST IDE = “fish” in TAR = “salt” + MIST = “water droplets” Definition: “He’ll stuff” ,94
"14. Contacting relation, dropping line about Spain (8)"," TELEXING TELLING = “relation” (as in “the telling / relation of a story”) without L = “line”, around E = “Spain” Definition: “Contacting” – OK, so maybe this is a bit obscure – at 41 I’m probably about as young as could be expected to remeber Telex ",250
15. Old lady having issue with complex integer (8), GENETRIX (INTEGER)* Definition: “Old lady having issue” (“issue” as in “son or daughter”); a GENETRIX is a mother ,115
16. English queen’s clothing is appropriate (6), ANNEXE E = “English” in ANNE = “queen” Definition: “appropriate” (as a verb) ,78
17. East African’s wild region in south-west (6), EXMOOR E = “East” + MOOR = “African” Definition: “wild region in south-west” ,78
19. One doctor touching Roman tile (6), IMBREX I = “one” + MB = “doctor” + RE = “touching” Definition: “Roman tile” ,77
1A VICE-PRESIDENT Somebody outside church with local deputy (4-9)," deputy / VI_P (somebody, important person) around CE (Church of England), plus RESIDENT (local) ",97
9A HELIX Around start of lesson I spell ‘curlicue’ (5)," curlicue / HE_X (spell), around L (start of Lesson) + I ",57
1 Agree with piece about unfinished theory (8), COINCIDE – COIN (piece) C (about) IDE[a] (unfinished theory) ,62
5 Conflict followed by retreat of revolutionary guard (6), WARDER – WAR (conflict) RED (revolutionary) reversed (retreat of) ,67
9 Records? Seek album by Carole King (8), TAPESTRY – TAPES (records) TRY (seek) ,39
10 Hurried south-east in country (6), CHASED – SE (south-east) in CHAD (country) ,44
12 Recipient in middle of appeal securing positive vote (5), PAYEE – [ap]PE[al] (middle of appeal) around (securing) AYE (positive vote) ,77
13 Angle in market economy ultimately without regard for others (9), SELFISHLY – FISH (angle) in SELL (market) [econom]Y (economy ultimately) ,74
"14 Perfume advert, we learn, all over the place (8,5)", LAVENDER WATER – an anagram (all over the place) of ADVERT WE LEARN ,69
17 Check evidence for restoration (13), REINSTATEMENT – REIN (check) STATEMENT (evidence) ,51
21 Relaxed criminal needs to admit deficiency (9), SLACKENED – an anagram (criminal) of NEEDS around (to admit) LACK (deficiency) ,80
22 Drone having half of that drink (5), THRUM – TH[at] (half of that) RUM (drink) ,43
24 Extract from novel I cite (6), ELICIT – contained in (from) ‘novEL I CITe’ ,45
25 Barrier protecting most of noble Italian city (8), FLORENCE – FENCE (barrier) around (protecting) LOR[d] (most of noble) ,71
26 Security in place beside border (6), PLEDGE – PL (place) EDGE (border) ,35
27 One couple in trouble missing old luxury (8), OPULENCE – an anagram (in trouble) of ONE C[o]UPLE (one couple … missing old) Down ,84
"1 Launch religious group, receiving a knock (8)", CATAPULT – CULT (religious group) around (receiving) A TAP (a knock) ,70
2 Just ignoring small hint (5), IMPLY – [s]IMPLY (just ignoring small) ,40
3 In command up ahead of rear in tank (7), CISTERN – IC (in command) reversed (up) STERN (rear) ,54
"4 Novelist in party, not so much in revolt (5,7)", DORIS LESSING – DO (party) plus LESS (not so much) in RISING (revolt) ,71
6 Article in middle part lacking weight for non-believer (7), ATHEIST – THE (article) in [w]AIST (middle part lacking weight) ,65
7 Free / performance (9), DISCHARGE – double def. ,25
8 Unwanted effect in photo from overnight flight (3-3), RED-EYE – double def. ,23
"11 Sign of impatience from audience had clowns blundering on stage (4,8)", SLOW HANDCLAP – an anagram (blundering) of HAD CLOWNS followed by LAP (stage) ,79
"15 Revision of a list, ever flexible (9)", VERSATILE – an anagram of (revision of) A LIST EVER ,53
16 Charge in printed English (8), STAMPEDE – STAMPED (printed) E (English) ,42
18 Popular monarch harbouring large suspicion (7), INKLING – IN (popular) plus KING (monarch) around (harbouring) L (large) ,74
19 Delight in umpteenth rally (7), ENTHRAL – contained in (in) ‘umpteENTH RALly’ ,47
20 Numb when on strip going north (6), ASLEEP –AS (when) PEEL (strip) reversed (going north) ,55
1 SKYJACK Blue flag to rustle aloft? (7), SKY (blue) JACK (flag) ,24
"6 BURET US chemist may measure liquid in it, yet holds on (5)"," BUT (yet) contains RE (regarding, on) ",39
10 HITHERSIDE British driver’s left – after collision he rides unsteadily (10), HIT (collision) then anagram (unsteadily) of HE RIDES ,55
11 WONGIED Aussie talked about Gower’s first that’s cut wide bowling (7), ON (about) Gower (first letter of) inside (that has cut) anagram (bowling) of WIDE ,84
12 AGGER Elevation bringing back almost all 1960s music style (5)," REGGAe (1960s music style, almost) reversed (bringing back) 13 DONATED Gifted adolescent (unruly) trailing sweetheart (7) TED (unruly adolescent) following DONA (sweetheart) ",175
"16 GRAVITAS Life in rags changed, gaining importance (8)", VITA (life) inside anagram (changed) of RAGS ,46
"17 SCRAW Thin sod, unhealthily thin, leaving New York (5)", SCRWny (unhealthily thin) missing NY (new York) ,49
18 GROMA Part of equipment for surveying Romans (5), found inside (part of) surveyinG ROMAns – definition is &lit ,62
21 THORN Start of hike in rent – it can be painful (5), Hike (starting letter of) in TORN (rent). A thorn can cause pain but can it be painful? ,89
24 BONES Practitioner producing good art on the Rive Gauche? (5)," BON (good) ES (art, to be 2nd person sing) in French (as spoken on the Rive Gauche) – bones is nickname for a doctor ",118
25 ABSENTEE Malingerer maybe transported when a hard worker’s around (8), SENT (transported) inside (when…is around) A BEE (hard worker) ,64
28 ASTERIA Precious stone set crookedly in song (7), anagram (crookedly) of SET in ARIA (song) ,43
29 GRIKE Former king and president informally meeting in deep gorge (5)," meeting of GR (George Rex, former king) and IKE (Eisenhower, president) ",73
30 COSTEAN Dig in prospecting caught a stone that’s friable (7), C (caught) thenanagram (firable) of A STONE ,45
"31 ANNUNTIATE Herald opposed to including sister, worried (10)", ANTI (opposed to) incuding NUN (sister) then ATE (worried). Chambers lists this spelling of annunciate as “now obsolete”. Two observations here: firstly it is unusual for Azed not to indicate obsolescence in the definition and secondly what does it mean for something to be obsolete now? That it wasn’t obsolete previously? How could it be otherwise? ,352
32 STINT Economize just in time? Several outsiders lost (5), found inside (several outsiders lost) juST IN Time ,52
33 ENTENTE Obsessive about small number forming agreement (7)," ENTÊTÉ (obsessive) containing N (number, small=abbrev) Down ",61
"1 SAWDUST Studs adjusted, a wicket captured – did it help bowler’s run- up? (7)", anagram (adjusted) of STUDS containing (captured) A W (wicket) – sawdust may be used in cricket to prevent slipping in damp conditions ,136
"2 KLOOTCH Wife of brave weaving cloth, OK? (7)", anagram (weaving) of CLOTH OK ,31
"3 JIGAMAREE Gadget, one good when entering tight spot, an enclosure (9)", I (one) G (good) inside (when entering) JAM (tight spot) then A REE (an enclosure) ,84
"4 CHEERY Genial man, head of enterprise getting to call round (6)"," HE (man) with Enterprise, first letter, head of) inside (getting…round) CRY (to call) ",87
"5 KEDDAH Catching a jumbo, fly? One not taking off, held up (6)"," KED (fly, one not taking off) then HAD (held) reversed (up) ",61
6 BRAY Support yen or pound (4), BRA (support) Y (yen) ,23
"7 RIGATONI Pasta: half of parmigiano’s sprinkled with it, right? (8)", anagram (sprinkled) of parmaGIANO (half of) with IT R (right) ,63
"8 EDEMA River swelled by rising sea, unhealthy accumulation of fluid (5)", EA (river) contains (swelled by) MED (sea) reversed (rising) ,62
9 TERAS Time ages grotesque creature (5), T (time) ERAS (ages) ,22
14 PIROUETTE Endlessly stoned debauchee’s in spin (9)," PITTEd (stoned, endlessly) containing (with…in) ROUE (debauchee) ",66
"15 CROSTINI Crunchy finger food, cold potato dish in filling (8)", C (old) ROSTI (potato dish) contains (with…filling) IN ,56
"19 MEDIANT Middling tone observed in BBC etc, not clipped (7)"," MEDIA (BBC etc) and N’T (not, clipped: isn’t for example) ",59
20 ASKANCE Like a neck that’s skewed sideways (7), AS (like) than anagram (skewed) of A NECK ,43
22 STACTE Content of thurible cloudy in condition (6), C (cloudy) in STATE (condition) ,33
23 BESOIN One in 24 struggling in need (6), I (one) in anagram (struggling) of BONES (24 across) ,54
"25 AVGAS Refined petroleum, volume stored by ME leaders (5)", V (volume) in AGAS (middle eastern leaders) ,45
26 BURNT Lancaster encompasses what ends in Dresden being this (5), BURT (Burt Lancaster) contains dresdeN (ending of) ,52
"1 PENTATHLON Writer, 50, on about that cracking athletics competition (10)"," PEN (writer) + L (50) + ON, together around (THAT)* [* = cracking] ",68
6 GRAF Wimbledon champion’s good service (4)," G (good) + RAF (service, Royal Air Force) Between 1987 and 1999 Steffi Graf won 22 Grand Slam titles, 7 of which at Wimbledon. ",128
9 RINGLEADER Mastermind: circle editor’s article (10), RING (circle) + LEADER (editor’s article) ,43
10 AGRA Runs into commander in Indian city (4)," R (runs) inside AGA (commander, usually Turkish) 12 IN THE BALANCE At a critical stage then, Cain and Abel tangled (2,3,7) (THEN + CAIN + ABEL)* [* = tangled] ",160
"15 CLEPSYDRA Dry places, not right for this to work (9)"," (DRY PLACES)* [* = not right] This was my LOI. Had to look it up as I had never heard of this word. But it’s a clever anagram clue. A clepsydra is a water-clock, and therefore the clue as a whole should be seen as the definition (but it’s not an &lit). ",254
17 CABIN Taxi home leaving simple dwelling (5), CAB (taxi) + IN (home) ,24
18 FELON Some lifelong criminal (5), Hidden answer [some]: lifelong ,32
"19 RED MULLET Radical hairstyle for swimmer? (3,6)"," RED (radical) + MULLET (hairstyle) A fish. 20 ONE-TRACK MIND Obsession of individual recording soul (3-5,4) ONE (individual) + TRACK (recording) + MIND (soul) ",160
"24 DONE Accomplished daughter, single (4)", D (daughter) + ONE (single) ,29
"25 MONTPELIER Rent limo travelling round outskirts of Providence, state capital (10)"," (RENT LIMO)* around P[rovidenc]E [* = travelling] Montpelier (with only one L …) is the state capital of Vermont. Not even 10,000 people live there! ",150
26 ROSE Flowersprang up (4), Double definition ,19
"27 CYBERSPACE Scrape by somehow, cocooned by church and artificial environment? (10)", (SCRAPE BY)* inside CE (church) [* = somehow] Down ,52
"1 PARE The old man, extremely rude, is cut off (4)", PA (the old man) + R[ud]E ,27
"2 NON-U Improper noun, not socially acceptable (3-1)"," (NOUN)* [* = improper] I can appreciatea simple find like ‘improper noun’. 3 ALL AND SUNDRY Everyone duly ran off across docks (3,3,6) (DULY RAN)* around LANDS (docks, as a verb) [* = off] ",190
4 HEATH Former PM having pressure put on hospital (5)," HEAT (pressure) + H (hospital) Sir Edward Heath (1916-2005), Conservative PM in the first half of the seventies. ",114
5 OVERBOARD Like company chairman in need of a lifeline? (9), A company chairman stands above (OVER) the group of directors (BOARD) ,71
"7 RAGING BULL Film first of refugees getting on, well-built man (6,4)", R[efugees] + AGING (getting on) + BULL (well-built man) Martin Scorsese film featuring Robert de Niro: Raging Bull. ,117
8 FRATERNITY Angry quarrel about it after rent crippled social club (10), FRAY (angry quarrel) around {IT positioned under (RENT)*} [* = crippled] I had all the crossers and then decided that it could only be FRATERNITY. The parsing took a few more seconds as I was somewhat thrown by the fact that all the letters of‘after’ are in there as well. ,274
"11 ALEC GUINNESS Actor could be genuine class, if trained (4,8)", (GENUINE CLASS)* [* = trained] ,32
"13 SCAFFOLDER Rigger in small greasy spoon, not so young (10)"," S (small) + CAFF (greasy spoon, a cheap and often shabby café) + OLDER (not so young) ",87
"14 REAL TENNIS Actual number above son in climbing game (4,6)", REAL (actual) + TEN (number) + reversal [climbing] of {S (son) + IN} ,70
"16 DIRECTORY Register serious complaint, primarily over Conservative (9)", DIRE (serious) + C[omplaint] + TORY (Conservative) ,52
"21 MITRE Starts to moan, injuring the right elbow joint (5)", Starting letters [starts] of: moan injuring the right elbow ,61
22 VISA Head of security getting in by way of official pass (4), S[ecurity] inside VIA (by way of) ,35
8 OARSMEN Warning to pull in behind docked boat crew? (7), An envelope (‘to pull in’) of ARS[e] (‘behind’) minus its last letter (‘docked’) in OMEN (‘warning’). ,103
9 HOGARTH Where Harry learnt to lose weight – hard for society artist (7)," HOGWARTS (‘where Harry learnt’ – Harry Potter, that is) minus the W (‘to lose weight’) and with the final S replaced by H (‘hard for society’). ",145
"7 EXAMINED Checked, returned fabric to cut (8)","  <+DENIM AXE (“fabric” and “cut”, returned) ",45
8 CANTAB Light blue taxi transporting soldier (6),  CAB(“taxi”)transportingANT(“soldier”) ,40
"9 REVOLUTIONARIES Rebels turn, then ram (15)", REVOLUTION (turn) + ARIES (ram) ,33
"10 ALL IN Exhausted, collapse after opener’s dismissed (3,2)", [f]ALL IN (collapse after opener’s dismissed) ,47
"11 ANTIPASTO What whets appetite at Pisa, not elsewhere? (9)", Anagram (elsewhere) of AT PISA NOT ,36
"12 CONSORTIA Albert was one I admired, primarily for alliances (9)", CONSORT (Albert was one) + I [I] A[dmired] ,44
14 THUMB Leaf disease carries nasty odour (5), HUM (nasty odour) in TB (disease). This uses an informal British usage of ‘hum’. ,82
16 ARBORICULTURIST Fancy our artistic burl and its supplier? (15), Anagram (fancy) of OUR ARTISTIC BURL ,38
19 SLUMP Son put up with depression (5), S (son) + LUMP (put up with) ,30
"21 NERVE CELL Tiny transmitter in bottle with battery (5,4)", NERVE (bottle) + CELL (battery) ,33
"23 BUBBLE CAR Singer Michael owns book about rare old motor (6,3)"," B (book) in (owns) BUBLE (singer Michael) + CA (about, i.e. circa) + R (rare) ",79
25 DRAKE Old bowlerwho goes after ducks? (5)," Double definition, the first referring to Sir Francis Drake who was playing bowls on Plymouth Hoe when informed of the approaching Spanish Armada. ",148
"26 MALE CHAUVINISTS Beer in such vitamins spoiled pigs (4,11)", ALE (beer) in anagram (spoiled) of SUCH VITAMINS Down ,55
1 GREATCOATS Stage actor’s shabby garments in Warhorse? (10), Anagram (shabby) of STAGE ACTOR ,33
"2 EVELYN Two women, one who kept diary (6)"," EVE (one woman) + LYN (second woman). The diarist in question is John Evelyn who was a C17 English writer, gardener and diarist. ",130
"3 CLANGOUR Broadcast embarrassing mistake, causing uproar (8)", Homophone (broadcast) of “clanger” (embarrassing mistake) ,59
4 STOA Zeno’s place trimmed ermine (4)," STOA[t] (trimmed ermine). Zeno was a Stoic philosopher, ‘stoic’ from ‘stoa’ the Greek word for porch and so named because at least one of this school of philosophers taught on his front porch. ",194
5 FOOTBALLER Someone who trips over wayward boot (10), Anagram (wayward) of BOOT in FALLER (someone who trips) &Lit. A bit of a struggle here for a barely satisfactory definition. ,126
